Time,q_L_arm_0,q_L_arm_1,q_L_arm_2,q_L_arm_3,q_L_arm_4,q_L_arm_5,q_L_arm_6,q_L_arm_des_0,q_L_arm_des_1,q_L_arm_des_2,q_L_arm_des_3,q_L_arm_des_4,q_L_arm_des_5,q_L_arm_des_6,q_L_hand_0,q_L_hand_1,q_L_hand_2,q_L_hand_3,q_L_hand_4,q_L_hand_5,q_L_hand_6,q_L_hand_7,q_L_hand_8,q_L_hand_9,q_L_hand_10,q_L_hand_des_0,q_L_hand_des_1,q_L_hand_des_2,q_L_hand_des_3,q_L_hand_des_4,q_L_hand_des_5,q_L_hand_des_6,q_L_hand_des_7,q_L_hand_des_8,q_L_hand_des_9,q_L_hand_des_10,q_R_arm_0,q_R_arm_1,q_R_arm_2,q_R_arm_3,q_R_arm_4,q_R_arm_5,q_R_arm_6,q_R_arm_des_0,q_R_arm_des_1,q_R_arm_des_2,q_R_arm_des_3,q_R_arm_des_4,q_R_arm_des_5,q_R_arm_des_6,q_R_hand_0,q_R_hand_1,q_R_hand_2,q_R_hand_3,q_R_hand_4,q_R_hand_5,q_R_hand_6,q_R_hand_7,q_R_hand_8,q_R_hand_9,q_R_hand_10,q_R_hand_des_0,q_R_hand_des_1,q_R_hand_des_2,q_R_hand_des_3,q_R_hand_des_4,q_R_hand_des_5,q_R_hand_des_6,q_R_hand_des_7,q_R_hand_des_8,q_R_hand_des_9,q_R_hand_des_10
0,0,0,0,-1.57,0,0,0,0,0,0,-1.57,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.57,0,0,0,0,0,0,-1.57,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001,0,0,0,-1.57,0,0,0,0,0,0,-1.57,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23069e-06,4.60467e-06,-7.69959e-07,-1.56999,-3.38477e-08,1.43953e-08,8.96491e-07,0,0,0,-1.57,0,0,-0,-1.3471e-08,-2.63031e-08,1.35029e-09,-1.14464e-09,-3.37013e-10,-1.04265e-09,-4.19889e-10,-5.88896e-10,-2.47332e-10,-2.7583e-10,-1.64694e-10,0,0,0,0,0,0,0,0,0,0,0
0.002,-5.65235e-22,4.08101e-21,-1.52493e-21,-1.57,-4.34326e-21,-9.88064e-23,-1.48922e-21,0,0,0,-1.57,0,0,-0,1.52765e-23,-2.5431e-22,-6.80819e-23,-1.30763e-25,-5.30249e-25,-6.20577e-25,-8.19155e-26,-3.22002e-24,-6.69271e-25,-1.00377e-23,-1.49383e-25,0,0,0,0,0,0,0,0,0,0,0,1.86464e-05,1.35962e-05,-2.1788e-06,-1.56996,-9.65583e-08,4.10017e-08,2.70457e-06,0,0,0,-1.57,0,0,-0,-3.96397e-08,-7.53512e-08,4.08088e-09,-3.37589e-09,-9.9766e-10,-3.07894e-09,-1.24385e-09,-1.74453e-09,-7.34416e-10,-8.25663e-10,-4.90625e-10,0,0,0,0,0,0,0,0,0,0,0
0.003,4.43357e-22,8.05531e-21,-3.20023e-21,-1.57,-8.21797e-21,-2.35788e-22,1.21972e-21,0,0,0,-1.57,0,0,-0,2.14719e-23,-2.33696e-22,-6.56342e-23,-2.97529e-24,-8.6181e-26,-1.84489e-24,-3.47304e-25,-4.74339e-24,-9.04557e-25,-1.17413e-23,-3.93493e-25,0,0,0,0,0,0,0,0,0,0,0,3.71888e-05,2.67657e-05,-4.10957e-06,-1.56992,-1.83658e-07,7.81937e-08,5.43172e-06,0,0,0,-1.57,0,0,-0,-7.78085e-08,-1.43885e-07,8.2124e-09,-6.64048e-09,-1.96906e-09,-6.06455e-09,-2.45673e-09,-3.44794e-09,-1.4539e-09,-1.64967e-09,-9.7432e-10,0,0,0,0,0,0,0,0,0,0,0
0.004,8.60515e-22,1.21755e-20,-4.78665e-21,-1.57,-7.32225e-21,-3.73139e-22,1.52179e-21,0,0,0,-1.57,0,0,-0,5.83927e-24,5.57981e-23,-6.32193e-23,-8.19463e-24,-7.60058e-25,-3.02596e-24,-5.88564e-25,-5.97938e-24,-5.45044e-25,-1.29343e-23,5.11819e-25,0,0,0,0,0,0,0,0,0,0,0,6.17884e-05,4.39124e-05,-6.45814e-06,-1.56987,-2.91142e-07,1.24799e-07,9.07891e-06,0,0,0,-1.57,0,0,-0,-1.27348e-07,-2.28926e-07,1.37566e-08,-1.08896e-08,-3.23877e-09,-9.95947e-09,-4.04393e-09,-5.68305e-09,-2.39862e-09,-2.7498e-09,-1.61229e-09,0,0,0,0,0,0,0,0,0,0,0
0.005,3.90988e-22,1.17932e-20,-4.24552e-21,-1.57,-6.54161e-21,-3.41057e-22,2.15052e-21,0,0,0,-1.57,0,0,-0,2.72978e-22,6.96069e-23,-2.67104e-22,-1.04074e-23,-1.84141e-24,-3.1139e-24,-6.13949e-25,-5.94411e-24,-2.14694e-24,-1.69804e-23,4.79347e-25,0,0,0,0,0,0,0,0,0,0,0,9.23655e-05,6.48439e-05,-9.13208e-06,-1.5698,-4.15428e-07,1.80006e-07,1.36415e-05,0,0,0,-1.57,0,0,-0,-1.87689e-07,-3.2776e-07,2.07173e-08,-1.60783e-08,-4.79478e-09,-1.47274e-08,-5.99139e-09,-8.43622e-09,-3.5616e-09,-4.12939e-09,-2.40101e-09,0,0,0,0,0,0,0,0,0,0,0
0.006,8.07787e-22,1.58798e-20,-5.68526e-21,-1.57,-1.0153e-20,-4.61622e-22,2.44594e-21,0,0,0,-1.57,0,0,-0,2.71987e-22,6.29014e-22,-2.60402e-22,-1.52658e-23,-1.91475e-24,-4.35417e-24,-8.61557e-25,-7.45217e-24,-2.33567e-24,-2.28706e-23,-8.55177e-25,0,0,0,0,0,0,0,0,0,0,0,0.000128832,8.93751e-05,-1.20496e-05,-1.56973,-5.53323e-07,2.43292e-07,1.91103e-05,0,0,0,-1.57,0,0,-0,-2.58315e-07,-4.37914e-07,2.90909e-08,-2.2165e-08,-6.62545e-09,-2.03355e-08,-8.28554e-09,-1.16959e-08,-4.93601e-09,-5.79287e-09,-3.33692e-09,0,0,0,0,0,0,0,0,0,0,0
0.007,1.65886e-21,2.41163e-20,-8.77169e-21,-1.57,-1.77041e-20,-7.11747e-22,3.03858e-21,0,0,0,-1.57,0,0,-0,2.79549e-22,9.12301e-22,-2.53269e-22,-2.05746e-23,-2.60003e-24,-6.64915e-24,-1.30329e-24,-1.03885e-23,-2.73811e-24,-3.04383e-23,-1.29454e-24,0,0,0,0,0,0,0,0,0,0,0,0.00017109,0.000117328,-1.51385e-05,-1.56965,-7.01991e-07,3.14354e-07,2.54717e-05,0,0,0,-1.57,0,0,-0,-3.38758e-07,-5.5714e-07,3.88672e-08,-2.91114e-08,-8.71946e-09,-2.67534e-08,-1.09132e-08,-1.54522e-08,-6.51513e-09,-7.7455e-09,-4.41645e-09,0,0,0,0,0,0,0,0,0,0,0
0.008,1.43612e-21,2.82751e-20,-9.78948e-21,-1.57,-2.44231e-20,-8.10071e-22,3.05666e-21,0,0,0,-1.57,0,0,-0,2.90943e-22,1.16763e-21,-3.15673e-22,-2.0886e-23,-2.63233e-24,-8.01188e-24,-1.54544e-24,-1.21201e-23,-3.48311e-24,-3.65131e-23,-1.55794e-24,0,0,0,0,0,0,0,0,0,0,0,0.000219037,0.000148533,-1.83353e-05,-1.56956,-8.58911e-07,3.93054e-07,3.27093e-05,0,0,0,-1.57,0,0,-0,-4.28589e-07,-6.83402e-07,5.00303e-08,-3.68815e-08,-1.10658e-08,-3.39534e-08,-1.38616e-08,-1.96966e-08,-8.29238e-09,-9.99307e-09,-5.63596e-09,0,0,0,0,0,0,0,0,0,0,0
0.009,-7.70755e-22,2.78733e-20,-8.61837e-21,-1.57,-2.1745e-20,-7.32082e-22,5.90436e-21,0,0,0,-1.57,0,0,-0,2.71179e-22,8.67805e-22,-3.77098e-22,-2.06726e-23,-2.55523e-24,-7.84168e-24,-1.46819e-24,-1.38853e-23,-2.80287e-24,-4.4081e-23,-1.48635e-24,0,0,0,0,0,0,0,0,0,0,0,0.000272563,0.000182825,-2.15846e-05,-1.56946,-1.02186e-06,4.79376e-07,4.08035e-05,0,0,0,-1.57,0,0,-0,-5.27415e-07,-8.14854e-07,6.25586e-08,-4.54419e-08,-1.36539e-08,-4.191e-08,-1.71183e-08,-2.44218e-08,-1.02612e-08,-1.25417e-08,-6.99177e-09,0,0,0,0,0,0,0,0,0,0,0
0.01,-4.18802e-22,3.18647e-20,-9.73489e-21,-1.57,-2.3656e-20,-8.4401e-22,7.80956e-21,0,0,0,-1.57,0,0,-0,2.58068e-22,3.07315e-22,-5.03749e-22,-2.14278e-23,-3.74097e-24,-9.30964e-24,-1.76506e-24,-1.75925e-23,-3.01382e-24,-4.95208e-23,-2.80048e-24,0,0,0,0,0,0,0,0,0,0,0,0.000331554,0.000220047,-2.4838e-05,-1.56935,-1.18888e-06,5.73387e-07,4.97326e-05,0,0,0,-1.57,0,0,-0,-6.34873e-07,-9.49833e-07,7.64262e-08,-5.47613e-08,-1.64733e-08,-5.05991e-08,-2.06711e-08,-2.96212e-08,-1.24153e-08,-1.53978e-08,-8.48019e-09,0,0,0,0,0,0,0,0,0,0,0
0.011,5.71875e-22,3.56502e-20,-1.0865e-20,-1.57,-2.10157e-20,-9.69078e-22,7.85547e-21,0,0,0,-1.57,0,0,-0,2.20259e-22,6.01766e-22,-4.21351e-22,-2.27123e-23,-3.94046e-24,-1.10934e-23,-2.14332e-24,-1.90806e-23,-3.24351e-24,-5.45968e-23,-1.91922e-24,0,0,0,0,0,0,0,0,0,0,0,0.000395889,0.000260048,-2.80537e-05,-1.56923,-1.35824e-06,6.75202e-07,5.9473e-05,0,0,0,-1.57,0,0,-0,-7.50629e-07,-1.08684e-06,9.16027e-08,-6.48099e-08,-1.95137e-08,-5.99985e-08,-2.45083e-08,-3.52891e-08,-1.47482e-08,-1.85675e-08,-1.00974e-08,0,0,0,0,0,0,0,0,0,0,0
0.012,-1.0076e-22,3.94865e-20,-1.15759e-20,-1.57,-2.2973e-20,-1.03993e-21,7.97353e-21,0,0,0,-1.57,0,0,-0,2.09648e-22,6.07074e-22,-4.79242e-22,-2.54304e-23,-4.53324e-24,-1.23715e-23,-2.37703e-24,-2.03815e-23,-3.94512e-24,-5.96689e-23,-2.11993e-24,0,0,0,0,0,0,0,0,0,0,0,0.000465445,0.000302681,-3.11958e-05,-1.56911,-1.52845e-06,7.84966e-07,6.99998e-05,0,0,0,-1.57,0,0,-0,-8.74369e-07,-1.22453e-06,1.08054e-07,-7.55597e-08,-2.27653e-08,-7.00869e-08,-2.86182e-08,-4.14201e-08,-1.72537e-08,-2.20569e-08,-1.18398e-08,0,0,0,0,0,0,0,0,0,0,0
0.013,6.69631e-22,4.75967e-20,-1.42668e-20,-1.57,-2.4684e-20,-1.27828e-21,1.01798e-20,0,0,0,-1.57,0,0,-0,-8.86158e-23,3.40333e-22,-4.66075e-22,-2.91618e-23,-4.74376e-24,-1.50671e-23,-2.8873e-24,-2.10303e-23,-4.87639e-24,-6.62914e-23,-2.53746e-24,0,0,0,0,0,0,0,0,0,0,0,0.000540096,0.000347807,-3.42336e-05,-1.56898,-1.6982e-06,9.02826e-07,8.12869e-05,0,0,0,-1.57,0,0,-0,-1.0058e-06,-1.3617e-06,1.25743e-07,-8.69841e-08,-2.62184e-08,-8.08443e-08,-3.29894e-08,-4.80091e-08,-1.99256e-08,-2.5872e-08,-1.37033e-08,0,0,0,0,0,0,0,0,0,0,0
0.014,1.05352e-21,5.14495e-20,-1.5008e-20,-1.57,-2.18619e-20,-1.37393e-21,7.81504e-21,0,0,0,-1.57,0,0,-0,-3.96099e-22,3.54864e-22,-5.89673e-22,-3.263e-23,-5.48076e-24,-1.69928e-23,-3.26691e-24,-2.04725e-23,-6.15387e-24,-7.11903e-23,-2.7618e-24,0,0,0,0,0,0,0,0,0,0,0,0.000619712,0.00039529,-3.71412e-05,-1.56885,-1.86637e-06,1.02892e-06,9.33073e-05,0,0,0,-1.57,0,0,-0,-1.14465e-06,-1.49729e-06,1.44628e-07,-9.90573e-08,-2.98635e-08,-9.22514e-08,-3.76109e-08,-5.50512e-08,-2.27576e-08,-3.00182e-08,-1.56841e-08,0,0,0,0,0,0,0,0,0,0,0
0.015,1.49011e-21,5.09303e-20,-1.38949e-20,-1.57,-1.93321e-20,-1.33423e-21,1.18357e-20,0,0,0,-1.57,0,0,-0,-4.16008e-22,6.23727e-22,-5.75292e-22,-3.33233e-23,-5.5894e-24,-1.79624e-23,-3.49739e-24,-2.32223e-23,-6.73663e-24,-7.05477e-23,-2.87469e-24,0,0,0,0,0,0,0,0,0,0,0,0.00070416,0.000445003,-3.98969e-05,-1.56871,-2.03198e-06,1.16336e-06,0.000106034,0,0,0,-1.57,0,0,-0,-1.29066e-06,-1.63033e-06,1.64669e-07,-1.11755e-07,-3.36913e-08,-1.0429e-07,-4.24717e-08,-6.25417e-08,-2.57436e-08,-3.45004e-08,-1.77785e-08,0,0,0,0,0,0,0,0,0,0,0
0.016,-8.63384e-22,5.47813e-20,-1.41442e-20,-1.57,-1.70425e-20,-1.35842e-21,1.15026e-20,0,0,0,-1.57,0,0,-0,-4.31106e-22,6.20044e-22,-6.29656e-22,-3.5868e-23,-5.57549e-24,-1.88812e-23,-3.60534e-24,-2.82798e-23,-6.172e-24,-7.46605e-23,-2.96417e-24,0,0,0,0,0,0,0,0,0,0,0,0.000793309,0.00049682,-4.24832e-05,-1.56856,-2.19422e-06,1.30622e-06,0.000119438,0,0,0,-1.57,0,0,-0,-1.44356e-06,-1.75999e-06,1.85819e-07,-1.25053e-07,-3.76926e-08,-1.16941e-07,-4.7561e-08,-7.04755e-08,-2.88776e-08,-3.9323e-08,-1.99823e-08,0,0,0,0,0,0,0,0,0,0,0
0.017,6.51716e-23,5.84567e-20,-1.48865e-20,-1.57,-1.49918e-20,-1.45145e-21,1.31518e-20,0,0,0,-1.57,0,0,-0,-4.56895e-22,9.04585e-22,-6.80791e-22,-3.92968e-23,-6.31818e-24,-2.08141e-23,-4.02648e-24,-2.98941e-23,-6.92476e-24,-7.52807e-23,-3.23325e-24,0,0,0,0,0,0,0,0,0,0,0,0.000887022,0.000550621,-4.48856e-05,-1.56841,-2.3524e-06,1.45754e-06,0.000133492,0,0,0,-1.57,0,0,-0,-1.60314e-06,-1.88553e-06,2.08033e-07,-1.38929e-07,-4.18587e-08,-1.30188e-07,-5.28683e-08,-7.88476e-08,-3.21535e-08,-4.449e-08,-2.22917e-08,0,0,0,0,0,0,0,0,0,0,0
0.018,1.40571e-21,5.33638e-20,-1.20736e-20,-1.57,-8.84893e-21,-1.27785e-21,1.04784e-20,0,0,0,-1.57,0,0,-0,-2.16005e-22,1.2011e-21,-6.60865e-22,-3.97663e-23,-6.9962e-24,-2.11751e-23,-4.19505e-24,-2.92845e-23,-6.84447e-24,-7.31333e-23,-4.27932e-24,0,0,0,0,0,0,0,0,0,0,0,0.000985166,0.000606292,-4.70931e-05,-1.56826,-2.50593e-06,1.61731e-06,0.000148169,0,0,0,-1.57,0,0,-0,-1.76915e-06,-2.00632e-06,2.31262e-07,-1.5336e-07,-4.61806e-08,-1.44013e-07,-5.83832e-08,-8.76528e-08,-3.55652e-08,-5.00045e-08,-2.47026e-08,0,0,0,0,0,0,0,0,0,0,0
0.019,3.00148e-21,5.29667e-20,-1.13016e-20,-1.57,-1.19957e-20,-1.24441e-21,9.32873e-21,0,0,0,-1.57,0,0,-0,3.32694e-22,1.74553e-21,-7.79039e-22,-4.22748e-23,-7.62188e-24,-2.22173e-23,-4.47041e-24,-3.44641e-23,-6.96825e-24,-7.31475e-23,-4.45863e-24,0,0,0,0,0,0,0,0,0,0,0,0.0010876,0.000663721,-4.90971e-05,-1.5681,-2.65436e-06,1.78548e-06,0.000163439,0,0,0,-1.57,0,0,-0,-1.94136e-06,-2.1218e-06,2.55457e-07,-1.68324e-07,-5.06499e-08,-1.58399e-07,-6.40954e-08,-9.68855e-08,-3.91069e-08,-5.58688e-08,-2.72111e-08,0,0,0,0,0,0,0,0,0,0,0
0.02,4.19732e-21,5.23112e-20,-1.04509e-20,-1.57,-1.0472e-20,-1.19324e-21,6.6752e-21,0,0,0,-1.57,0,0,-0,5.76983e-22,2.02399e-21,-8.25718e-22,-4.6999e-23,-8.2462e-24,-2.30534e-23,-4.69928e-24,-3.90919e-23,-7.55769e-24,-7.24957e-23,-5.62772e-24,0,0,0,0,0,0,0,0,0,0,0,0.0011942,0.000722803,-5.08917e-05,-1.56793,-2.7973e-06,1.96193e-06,0.000179277,0,0,0,-1.57,0,0,-0,-2.11957e-06,-2.23148e-06,2.80568e-07,-1.83801e-07,-5.52581e-08,-1.73328e-07,-6.99949e-08,-1.0654e-07,-4.27726e-08,-6.20849e-08,-2.98131e-08,0,0,0,0,0,0,0,0,0,0,0
0.021,3.92872e-21,5.64111e-20,-1.12972e-20,-1.57,-1.33937e-20,-1.25369e-21,7.76764e-21,0,0,0,-1.57,0,0,-0,8.35762e-22,2.25842e-21,-8.73422e-22,-4.71916e-23,-8.76116e-24,-2.43084e-23,-4.92951e-24,-4.02391e-23,-8.20405e-24,-8.60707e-23,-4.72979e-24,0,0,0,0,0,0,0,0,0,0,0,0.00130481,0.000783436,-5.24731e-05,-1.56777,-2.93445e-06,2.14652e-06,0.000195653,0,0,0,-1.57,0,0,-0,-2.30355e-06,-2.33498e-06,3.06545e-07,-1.99769e-07,-5.99969e-08,-1.88785e-07,-7.60716e-08,-1.16609e-07,-4.65563e-08,-6.86537e-08,-3.25046e-08,0,0,0,0,0,0,0,0,0,0,0
0.022,4.43919e-21,5.5938e-20,-1.03308e-20,-1.57,-1.60167e-20,-1.18423e-21,9.10998e-21,0,0,0,-1.57,0,0,-0,8.17215e-22,2.22767e-21,-9.19418e-22,-4.92203e-23,-8.72122e-24,-2.49188e-23,-5.07651e-24,-4.05181e-23,-8.21412e-24,-8.97143e-23,-4.84734e-24,0,0,0,0,0,0,0,0,0,0,0,0.00141931,0.00084552,-5.38395e-05,-1.5676,-3.06561e-06,2.33903e-06,0.000212542,0,0,0,-1.57,0,0,-0,-2.49309e-06,-2.43195e-06,3.33335e-07,-2.16207e-07,-6.48583e-08,-2.04752e-07,-8.23159e-08,-1.27087e-07,-5.04523e-08,-7.55754e-08,-3.52816e-08,0,0,0,0,0,0,0,0,0,0,0
0.023,5.5927e-21,5.53134e-20,-9.59532e-21,-1.57,-9.67857e-21,-1.14128e-21,8.60215e-21,0,0,0,-1.57,0,0,-0,1.02913e-21,1.94202e-21,-9.63369e-22,-4.9745e-23,-9.34176e-24,-2.56673e-23,-5.2897e-24,-4.25829e-23,-8.72593e-24,-9.24762e-23,-3.81161e-24,0,0,0,0,0,0,0,0,0,0,0,0.00153756,0.000908962,-5.49908e-05,-1.56742,-3.19062e-06,2.53921e-06,0.000229918,0,0,0,-1.57,0,0,-0,-2.68798e-06,-2.52211e-06,3.60888e-07,-2.33095e-07,-6.98344e-08,-2.21212e-07,-8.8718e-08,-1.37966e-07,-5.44547e-08,-8.28497e-08,-3.814e-08,0,0,0,0,0,0,0,0,0,0,0
0.024,5.32794e-21,5.94258e-20,-1.04832e-20,-1.57,-1.26459e-20,-1.20112e-21,9.69444e-21,0,0,0,-1.57,0,0,-0,1.27902e-21,2.17649e-21,-1.00892e-21,-5.19767e-23,-9.81715e-24,-2.67865e-23,-5.48975e-24,-4.7914e-23,-9.33363e-24,-9.69999e-23,-4.05115e-24,0,0,0,0,0,0,0,0,0,0,0,0.00165942,0.00097367,-5.59281e-05,-1.56725,-3.30937e-06,2.74675e-06,0.000247754,0,0,0,-1.57,0,0,-0,-2.88802e-06,-2.60526e-06,3.89152e-07,-2.50413e-07,-7.49172e-08,-2.38148e-07,-9.52685e-08,-1.49239e-07,-5.85578e-08,-9.04752e-08,-4.10758e-08,0,0,0,0,0,0,0,0,0,0,0
0.025,6.67289e-21,6.34455e-20,-1.16229e-20,-1.57,-1.09472e-20,-1.30511e-21,1.28536e-20,0,0,0,-1.57,0,0,-0,1.22141e-21,2.41008e-21,-1.05316e-21,-5.06838e-23,-9.89741e-24,-2.85757e-23,-5.85799e-24,-5.34244e-23,-1.00092e-23,-1.01447e-22,-4.33208e-24,0,0,0,0,0,0,0,0,0,0,0,0.00178476,0.00103956,-5.66543e-05,-1.56707,-3.42184e-06,2.96131e-06,0.000266025,0,0,0,-1.57,0,0,-0,-3.09299e-06,-2.68122e-06,4.18076e-07,-2.68141e-07,-8.00993e-08,-2.55543e-07,-1.01958e-07,-1.60898e-07,-6.27558e-08,-9.84499e-08,-4.40849e-08,0,0,0,0,0,0,0,0,0,0,0
0.026,7.66243e-21,6.71468e-20,-1.2478e-20,-1.57,-9.44605e-21,-1.37878e-21,1.1828e-20,0,0,0,-1.57,0,0,-0,8.91914e-22,3.21779e-21,-1.09511e-21,-5.36681e-23,-9.97727e-24,-3.02347e-23,-6.20824e-24,-5.66042e-23,-1.01171e-23,-1.05717e-22,-4.59569e-24,0,0,0,0,0,0,0,0,0,0,0,0.00191346,0.00110654,-5.71731e-05,-1.56689,-3.52802e-06,3.18251e-06,0.000284708,0,0,0,-1.57,0,0,-0,-3.30269e-06,-2.74988e-06,4.47608e-07,-2.86258e-07,-8.5373e-08,-2.7338e-07,-1.08777e-07,-1.72934e-07,-6.70431e-08,-1.06771e-07,-4.71633e-08,0,0,0,0,0,0,0,0,0,0,0
0.027,7.15455e-21,6.65414e-20,-1.12187e-20,-1.57,-8.11056e-21,-1.27908e-21,1.08576e-20,0,0,0,-1.57,0,0,-0,8.54631e-22,2.62746e-21,-1.00013e-21,-5.77672e-23,-1.04325e-23,-3.0535e-23,-6.27257e-24,-5.82907e-23,-9.99347e-24,-1.08327e-22,-4.65525e-24,0,0,0,0,0,0,0,0,0,0,0,0.00204537,0.00117454,-5.74893e-05,-1.5667,-3.62795e-06,3.40992e-06,0.000303777,0,0,0,-1.57,0,0,-0,-3.51692e-06,-2.81114e-06,4.77697e-07,-3.04746e-07,-9.0731e-08,-2.91641e-07,-1.15717e-07,-1.85338e-07,-7.1414e-08,-1.15435e-07,-5.0307e-08,0,0,0,0,0,0,0,0,0,0,0
0.028,5.64656e-21,6.58602e-20,-9.81726e-21,-1.57,-6.91754e-21,-1.14996e-21,8.09843e-21,0,0,0,-1.57,0,0,-0,8.23614e-22,2.8818e-21,-9.75955e-22,-5.92458e-23,-1.07951e-23,-3.03607e-23,-6.22318e-24,-5.74085e-23,-1.03267e-23,-1.10519e-22,-4.65174e-24,0,0,0,0,0,0,0,0,0,0,0,0.00218037,0.00124347,-5.76084e-05,-1.56652,-3.72171e-06,3.64309e-06,0.00032321,0,0,0,-1.57,0,0,-0,-3.73547e-06,-2.86498e-06,5.08293e-07,-3.23585e-07,-9.61661e-08,-3.10309e-07,-1.22768e-07,-1.98101e-07,-7.5863e-08,-1.24439e-07,-5.35119e-08,0,0,0,0,0,0,0,0,0,0,0
0.029,3.32274e-21,6.97673e-20,-1.02526e-20,-1.57,-5.81293e-21,-1.15473e-21,7.22819e-21,0,0,0,-1.57,0,0,-0,7.90814e-22,3.1115e-21,-1.09031e-21,-6.31134e-23,-1.11409e-23,-3.08321e-23,-6.22413e-24,-5.73358e-23,-9.65459e-24,-1.09381e-22,-4.73714e-24,0,0,0,0,0,0,0,0,0,0,0,0.00231833,0.00131327,-5.75369e-05,-1.56633,-3.80939e-06,3.88154e-06,0.000342985,0,0,0,-1.57,0,0,-0,-3.95814e-06,-2.91137e-06,5.39346e-07,-3.42754e-07,-1.01671e-07,-3.29365e-07,-1.29923e-07,-2.11212e-07,-8.03846e-08,-1.33776e-07,-5.67742e-08,0,0,0,0,0,0,0,0,0,0,0
0.03,4.0067e-21,6.4942e-20,-7.64044e-21,-1.57,-5.13957e-22,-9.69659e-22,8.02018e-21,0,0,0,-1.57,0,0,-0,7.41787e-22,3.06654e-21,-1.06421e-21,-6.25804e-23,-1.15878e-23,-3.04734e-23,-6.22355e-24,-5.57908e-23,-9.96755e-24,-1.01894e-22,-5.74288e-24,0,0,0,0,0,0,0,0,0,0,0,0.00245913,0.00138386,-5.72816e-05,-1.56614,-3.89114e-06,4.12475e-06,0.000363079,0,0,0,-1.57,0,0,-0,-4.18471e-06,-2.95036e-06,5.70807e-07,-3.62235e-07,-1.0724e-07,-3.48793e-07,-1.37171e-07,-2.24662e-07,-8.49733e-08,-1.43442e-07,-6.00898e-08,0,0,0,0,0,0,0,0,0,0,0
0.031,4.98069e-21,6.87256e-20,-8.73846e-21,-1.57,-9.80361e-23,-1.04916e-21,9.13217e-21,0,0,0,-1.57,0,0,-0,7.0421e-22,3.30606e-21,-1.17527e-21,-6.2824e-23,-1.21005e-23,-3.17509e-23,-6.49421e-24,-5.65521e-23,-1.05931e-23,-1.05989e-22,-5.96322e-24,0,0,0,0,0,0,0,0,0,0,0,0.00260264,0.00145517,-5.685e-05,-1.56595,-3.9671e-06,4.37219e-06,0.000383472,0,0,0,-1.57,0,0,-0,-4.41498e-06,-2.98198e-06,6.02627e-07,-3.82009e-07,-1.12864e-07,-3.68574e-07,-1.44505e-07,-2.3844e-07,-8.96237e-08,-1.5343e-07,-6.34549e-08,0,0,0,0,0,0,0,0,0,0,0
0.032,4.73558e-21,7.28293e-20,-9.55354e-21,-1.57,-8.38009e-21,-1.09376e-21,9.68215e-21,0,0,0,-1.57,0,0,-0,1.63924e-22,3.79086e-21,-1.21638e-21,-6.22754e-23,-1.19087e-23,-3.27234e-23,-6.65299e-24,-5.53752e-23,-1.12e-23,-1.06387e-22,-6.23016e-24,0,0,0,0,0,0,0,0,0,0,0,0.00274874,0.00152714,-5.62498e-05,-1.56576,-4.03745e-06,4.62331e-06,0.000404143,0,0,0,-1.57,0,0,-0,-4.64875e-06,-3.00632e-06,6.3476e-07,-4.02056e-07,-1.18539e-07,-3.8869e-07,-1.51916e-07,-2.52534e-07,-9.43305e-08,-1.63734e-07,-6.68654e-08,0,0,0,0,0,0,0,0,0,0,0
0.033,5.94355e-21,7.21836e-20,-8.73958e-21,-1.57,-7.1371e-21,-1.03594e-21,6.49565e-21,0,0,0,-1.57,0,0,-0,4.12112e-22,3.48396e-21,-1.32399e-21,-6.21975e-23,-1.23934e-23,-3.33113e-23,-6.84157e-24,-5.73536e-23,-1.11414e-23,-1.09223e-22,-7.39856e-24,0,0,0,0,0,0,0,0,0,0,0,0.00289731,0.00159971,-5.54893e-05,-1.56556,-4.10236e-06,4.87754e-06,0.000425072,0,0,0,-1.57,0,0,-0,-4.8858e-06,-3.02347e-06,6.67158e-07,-4.22356e-07,-1.24256e-07,-4.09122e-07,-1.59396e-07,-2.66934e-07,-9.90884e-08,-1.74347e-07,-7.03177e-08,0,0,0,0,0,0,0,0,0,0,0
0.034,5.44666e-21,7.16489e-20,-7.71053e-21,-1.57,-6.00921e-21,-9.45764e-22,6.0589e-21,0,0,0,-1.57,0,0,-0,6.62188e-22,2.88783e-21,-1.29353e-21,-6.15613e-23,-1.3266e-23,-3.32796e-23,-6.83101e-24,-5.44794e-23,-1.09633e-23,-1.07237e-22,-6.29896e-24,0,0,0,0,0,0,0,0,0,0,0,0.00304822,0.00167281,-5.45769e-05,-1.56537,-4.16204e-06,5.1343e-06,0.000446241,0,0,0,-1.57,0,0,-0,-5.12593e-06,-3.03356e-06,6.99776e-07,-4.42892e-07,-1.30011e-07,-4.29853e-07,-1.66937e-07,-2.81626e-07,-1.03892e-07,-1.8526e-07,-7.38078e-08,0,0,0,0,0,0,0,0,0,0,0
