Time,q_L_arm_0,q_L_arm_1,q_L_arm_2,q_L_arm_3,q_L_arm_4,q_L_arm_5,q_L_arm_6,q_L_arm_des_0,q_L_arm_des_1,q_L_arm_des_2,q_L_arm_des_3,q_L_arm_des_4,q_L_arm_des_5,q_L_arm_des_6,q_L_hand_0,q_L_hand_1,q_L_hand_2,q_L_hand_3,q_L_hand_4,q_L_hand_5,q_L_hand_6,q_L_hand_7,q_L_hand_8,q_L_hand_9,q_L_hand_10,q_L_hand_des_0,q_L_hand_des_1,q_L_hand_des_2,q_L_hand_des_3,q_L_hand_des_4,q_L_hand_des_5,q_L_hand_des_6,q_L_hand_des_7,q_L_hand_des_8,q_L_hand_des_9,q_L_hand_des_10,q_R_arm_0,q_R_arm_1,q_R_arm_2,q_R_arm_3,q_R_arm_4,q_R_arm_5,q_R_arm_6,q_R_arm_des_0,q_R_arm_des_1,q_R_arm_des_2,q_R_arm_des_3,q_R_arm_des_4,q_R_arm_des_5,q_R_arm_des_6,q_R_hand_0,q_R_hand_1,q_R_hand_2,q_R_hand_3,q_R_hand_4,q_R_hand_5,q_R_hand_6,q_R_hand_7,q_R_hand_8,q_R_hand_9,q_R_hand_10,q_R_hand_des_0,q_R_hand_des_1,q_R_hand_des_2,q_R_hand_des_3,q_R_hand_des_4,q_R_hand_des_5,q_R_hand_des_6,q_R_hand_des_7,q_R_hand_des_8,q_R_hand_des_9,q_R_hand_des_10
12.797,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.41632e-07,1.00238e-08,4.78534e-08,-4.70059e-08,-4.72367e-08,-4.3598e-08,-4.57109e-08,-4.78517e-08,-4.78945e-08,-4.78633e-08,-4.79012e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-4.25103e-12,-9.14323e-13,7.00168e-13,-3.89425e-13,-2.60009e-14,-5.25007e-13,-4.89445e-14,-5.51872e-13,-3.18967e-14,7.81333e-13,5.13349e-13,0,0,0,0,0,0,0,0,0,0,0
12.798,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.40225e-07,9.92426e-09,4.73796e-08,-4.65405e-08,-4.6769e-08,-4.31663e-08,-4.52583e-08,-4.73779e-08,-4.74203e-08,-4.73894e-08,-4.74269e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-4.21512e-12,-9.03219e-13,6.93593e-13,-3.86013e-13,-2.57869e-14,-5.20395e-13,-4.8539e-14,-5.47017e-13,-3.16407e-14,7.72953e-13,5.0822e-13,0,0,0,0,0,0,0,0,0,0,0
12.799,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.38832e-07,9.82574e-09,4.69104e-08,-4.60796e-08,-4.63059e-08,-4.27389e-08,-4.48102e-08,-4.69088e-08,-4.69508e-08,-4.69201e-08,-4.69574e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-4.17951e-12,-8.92243e-13,6.8708e-13,-3.82631e-13,-2.55745e-14,-5.15824e-13,-4.81367e-14,-5.42203e-13,-3.13866e-14,7.64662e-13,5.03142e-13,0,0,0,0,0,0,0,0,0,0,0
12.8,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.37452e-07,9.7282e-09,4.64459e-08,-4.56234e-08,-4.58474e-08,-4.23157e-08,-4.43665e-08,-4.64443e-08,-4.64859e-08,-4.64556e-08,-4.64924e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-4.14418e-12,-8.81393e-13,6.80627e-13,-3.79277e-13,-2.53637e-14,-5.11291e-13,-4.77376e-14,-5.37431e-13,-3.11344e-14,7.56461e-13,4.98115e-13,0,0,0,0,0,0,0,0,0,0,0
12.801,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.36086e-07,9.63163e-09,4.5986e-08,-4.51716e-08,-4.53935e-08,-4.18967e-08,-4.39272e-08,-4.59844e-08,-4.60257e-08,-4.59956e-08,-4.60321e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-4.10914e-12,-8.70668e-13,6.74235e-13,-3.75952e-13,-2.51546e-14,-5.06798e-13,-4.73416e-14,-5.327e-13,-3.08841e-14,7.48346e-13,4.93138e-13,0,0,0,0,0,0,0,0,0,0,0
12.802,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.34734e-07,9.53601e-09,4.55307e-08,-4.47243e-08,-4.4944e-08,-4.14818e-08,-4.34923e-08,-4.55291e-08,-4.55699e-08,-4.55401e-08,-4.55763e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-4.07439e-12,-8.60066e-13,6.67903e-13,-3.72656e-13,-2.49471e-14,-5.02343e-13,-4.69487e-14,-5.28009e-13,-3.06357e-14,7.40319e-13,4.88211e-13,0,0,0,0,0,0,0,0,0,0,0
12.803,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.33396e-07,9.44135e-09,4.50798e-08,-4.42815e-08,-4.4499e-08,-4.10711e-08,-4.30616e-08,-4.50783e-08,-4.51187e-08,-4.50892e-08,-4.51251e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-4.03991e-12,-8.49587e-13,6.6163e-13,-3.69387e-13,-2.47412e-14,-4.97926e-13,-4.65589e-14,-5.23359e-13,-3.03891e-14,7.32378e-13,4.83333e-13,0,0,0,0,0,0,0,0,0,0,0
12.804,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.3207e-07,9.34762e-09,4.46334e-08,-4.3843e-08,-4.40584e-08,-4.06644e-08,-4.26353e-08,-4.46319e-08,-4.4672e-08,-4.46428e-08,-4.46783e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-4.00572e-12,-8.39228e-13,6.55417e-13,-3.66147e-13,-2.45369e-14,-4.93547e-13,-4.61721e-14,-5.18749e-13,-3.01443e-14,7.24521e-13,4.78504e-13,0,0,0,0,0,0,0,0,0,0,0
12.805,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.30758e-07,9.25483e-09,4.41915e-08,-4.34089e-08,-4.36222e-08,-4.02617e-08,-4.22131e-08,-4.419e-08,-4.42297e-08,-4.42007e-08,-4.42359e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-3.9718e-12,-8.28989e-13,6.49261e-13,-3.62934e-13,-2.43342e-14,-4.89206e-13,-4.57884e-14,-5.14179e-13,-2.99015e-14,7.16748e-13,4.73723e-13,0,0,0,0,0,0,0,0,0,0,0
12.806,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.29459e-07,9.16296e-09,4.37539e-08,-4.29791e-08,-4.31903e-08,-3.9863e-08,-4.17951e-08,-4.37524e-08,-4.37918e-08,-4.37631e-08,-4.37979e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-3.93816e-12,-8.18868e-13,6.43163e-13,-3.59749e-13,-2.41331e-14,-4.84902e-13,-4.54077e-14,-5.09648e-13,-2.96604e-14,7.09059e-13,4.6899e-13,0,0,0,0,0,0,0,0,0,0,0
12.807,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.28172e-07,9.072e-09,4.33207e-08,-4.25535e-08,-4.27627e-08,-3.94683e-08,-4.13813e-08,-4.33192e-08,-4.33582e-08,-4.33298e-08,-4.33643e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-3.90479e-12,-8.08864e-13,6.37122e-13,-3.5659e-13,-2.39335e-14,-4.80635e-13,-4.503e-14,-5.05156e-13,-2.94211e-14,7.01452e-13,4.64304e-13,0,0,0,0,0,0,0,0,0,0,0
12.808,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.26899e-07,8.98194e-09,4.28917e-08,-4.21322e-08,-4.23392e-08,-3.90775e-08,-4.09716e-08,-4.28903e-08,-4.29289e-08,-4.29007e-08,-4.29349e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-3.8717e-12,-7.98976e-13,6.31138e-13,-3.53459e-13,-2.37355e-14,-4.76404e-13,-4.46553e-14,-5.00703e-13,-2.91837e-14,6.93926e-13,4.59665e-13,0,0,0,0,0,0,0,0,0,0,0
12.809,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.25638e-07,8.89277e-09,4.2467e-08,-4.1715e-08,-4.192e-08,-3.86906e-08,-4.05659e-08,-4.24656e-08,-4.25038e-08,-4.24759e-08,-4.25098e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-3.83887e-12,-7.89201e-13,6.2521e-13,-3.50355e-13,-2.35391e-14,-4.7221e-13,-4.42836e-14,-4.96288e-13,-2.8948e-14,6.8648e-13,4.55072e-13,0,0,0,0,0,0,0,0,0,0,0
12.81,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.2439e-07,8.8045e-09,4.20465e-08,-4.13019e-08,-4.1505e-08,-3.83074e-08,-4.01642e-08,-4.20451e-08,-4.2083e-08,-4.20554e-08,-4.20889e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-3.80631e-12,-7.7954e-13,6.19337e-13,-3.47277e-13,-2.33441e-14,-4.68052e-13,-4.39147e-14,-4.91911e-13,-2.87141e-14,6.79115e-13,4.50525e-13,0,0,0,0,0,0,0,0,0,0,0
12.811,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.23154e-07,8.71709e-09,4.16302e-08,-4.0893e-08,-4.1094e-08,-3.79281e-08,-3.97666e-08,-4.16288e-08,-4.16663e-08,-4.1639e-08,-4.16722e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-3.77401e-12,-7.69991e-13,6.1352e-13,-3.44226e-13,-2.31507e-14,-4.6393e-13,-4.35488e-14,-4.87572e-13,-2.8482e-14,6.71828e-13,4.46024e-13,0,0,0,0,0,0,0,0,0,0,0
12.812,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.2193e-07,8.63056e-09,4.1218e-08,-4.04881e-08,-4.06871e-08,-3.75526e-08,-3.93728e-08,-4.12166e-08,-4.12538e-08,-4.12267e-08,-4.12596e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-3.74198e-12,-7.60551e-13,6.07757e-13,-3.412e-13,-2.29588e-14,-4.59843e-13,-4.31858e-14,-4.83271e-13,-2.82517e-14,6.64618e-13,4.41568e-13,0,0,0,0,0,0,0,0,0,0,0
12.813,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.20719e-07,8.54488e-09,4.08098e-08,-4.00872e-08,-4.02843e-08,-3.71807e-08,-3.8983e-08,-4.08085e-08,-4.08453e-08,-4.08185e-08,-4.08511e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-3.71021e-12,-7.51222e-13,6.02048e-13,-3.38201e-13,-2.27684e-14,-4.55792e-13,-4.28257e-14,-4.79007e-13,-2.8023e-14,6.57487e-13,4.37156e-13,0,0,0,0,0,0,0,0,0,0,0
12.814,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.19519e-07,8.46006e-09,4.04057e-08,-3.96902e-08,-3.98854e-08,-3.68125e-08,-3.8597e-08,-4.04044e-08,-4.04409e-08,-4.04143e-08,-4.04466e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-3.6787e-12,-7.42e-13,5.96393e-13,-3.35227e-13,-2.25795e-14,-4.51775e-13,-4.24684e-14,-4.74779e-13,-2.77961e-14,6.50431e-13,4.32788e-13,0,0,0,0,0,0,0,0,0,0,0
12.815,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.18332e-07,8.37607e-09,4.00056e-08,-3.92972e-08,-3.94905e-08,-3.6448e-08,-3.82148e-08,-4.00043e-08,-4.00405e-08,-4.00141e-08,-4.00461e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-3.64744e-12,-7.32885e-13,5.9079e-13,-3.32279e-13,-2.23921e-14,-4.47793e-13,-4.21139e-14,-4.70588e-13,-2.7571e-14,6.43451e-13,4.28464e-13,0,0,0,0,0,0,0,0,0,0,0
12.816,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.17156e-07,8.29292e-09,3.96095e-08,-3.89081e-08,-3.90995e-08,-3.60871e-08,-3.78364e-08,-3.96082e-08,-3.9644e-08,-3.96179e-08,-3.96496e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-3.61644e-12,-7.23876e-13,5.85241e-13,-3.29356e-13,-2.22061e-14,-4.43845e-13,-4.17623e-14,-4.66434e-13,-2.73475e-14,6.36545e-13,4.24183e-13,0,0,0,0,0,0,0,0,0,0,0
12.817,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.15992e-07,8.2106e-09,3.92173e-08,-3.85229e-08,-3.87124e-08,-3.57298e-08,-3.74618e-08,-3.9216e-08,-3.92515e-08,-3.92256e-08,-3.9257e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-3.58569e-12,-7.14971e-13,5.79743e-13,-3.26458e-13,-2.20216e-14,-4.39931e-13,-4.14134e-14,-4.62315e-13,-2.71257e-14,6.29713e-13,4.19945e-13,0,0,0,0,0,0,0,0,0,0,0
12.818,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.14839e-07,8.12909e-09,3.8829e-08,-3.81414e-08,-3.83291e-08,-3.5376e-08,-3.70909e-08,-3.88277e-08,-3.88629e-08,-3.88372e-08,-3.88684e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-3.5552e-12,-7.06169e-13,5.74297e-13,-3.23585e-13,-2.18385e-14,-4.36051e-13,-4.10673e-14,-4.58232e-13,-2.69056e-14,6.22955e-13,4.15749e-13,0,0,0,0,0,0,0,0,0,0,0
12.819,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.13698e-07,8.04839e-09,3.84445e-08,-3.77638e-08,-3.79496e-08,-3.50257e-08,-3.67236e-08,-3.84432e-08,-3.84781e-08,-3.84527e-08,-3.84835e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-3.52495e-12,-6.9747e-13,5.68901e-13,-3.20737e-13,-2.16569e-14,-4.32204e-13,-4.0724e-14,-4.54184e-13,-2.66872e-14,6.16269e-13,4.11596e-13,0,0,0,0,0,0,0,0,0,0,0
12.82,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.12569e-07,7.9685e-09,3.80638e-08,-3.73898e-08,-3.75738e-08,-3.46789e-08,-3.636e-08,-3.80626e-08,-3.80971e-08,-3.8072e-08,-3.81025e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-3.49495e-12,-6.88872e-13,5.63557e-13,-3.17913e-13,-2.14767e-14,-4.2839e-13,-4.03834e-14,-4.50171e-13,-2.64705e-14,6.09654e-13,4.07483e-13,0,0,0,0,0,0,0,0,0,0,0
12.821,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.1145e-07,7.88939e-09,3.76869e-08,-3.70196e-08,-3.72018e-08,-3.43355e-08,-3.6e-08,-3.76857e-08,-3.77199e-08,-3.7695e-08,-3.77252e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-3.4652e-12,-6.80373e-13,5.58262e-13,-3.15113e-13,-2.12979e-14,-4.2461e-13,-4.00454e-14,-4.46193e-13,-2.62554e-14,6.0311e-13,4.03412e-13,0,0,0,0,0,0,0,0,0,0,0
12.822,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.10343e-07,7.81107e-09,3.73137e-08,-3.66531e-08,-3.68334e-08,-3.39955e-08,-3.56435e-08,-3.73126e-08,-3.73464e-08,-3.73217e-08,-3.73517e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-3.43569e-12,-6.71973e-13,5.53017e-13,-3.12337e-13,-2.11205e-14,-4.20862e-13,-3.97102e-14,-4.42249e-13,-2.60419e-14,5.96636e-13,3.99382e-13,0,0,0,0,0,0,0,0,0,0,0
12.823,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.09247e-07,7.73353e-09,3.69443e-08,-3.62901e-08,-3.64687e-08,-3.36589e-08,-3.52906e-08,-3.69431e-08,-3.69766e-08,-3.69522e-08,-3.69819e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-3.40642e-12,-6.63672e-13,5.47822e-13,-3.09586e-13,-2.09445e-14,-4.17146e-13,-3.93777e-14,-4.38339e-13,-2.58301e-14,5.90231e-13,3.95392e-13,0,0,0,0,0,0,0,0,0,0,0
12.824,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.08161e-07,7.65676e-09,3.65785e-08,-3.59308e-08,-3.61077e-08,-3.33256e-08,-3.49412e-08,-3.65773e-08,-3.66105e-08,-3.65863e-08,-3.66157e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-3.37739e-12,-6.55466e-13,5.42675e-13,-3.06857e-13,-2.07699e-14,-4.13462e-13,-3.90478e-14,-4.34463e-13,-2.56198e-14,5.83895e-13,3.91441e-13,0,0,0,0,0,0,0,0,0,0,0
12.825,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.07086e-07,7.58075e-09,3.62163e-08,-3.5575e-08,-3.57502e-08,-3.29956e-08,-3.45952e-08,-3.62151e-08,-3.6248e-08,-3.62241e-08,-3.62532e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-3.3486e-12,-6.47356e-13,5.37576e-13,-3.04153e-13,-2.05967e-14,-4.0981e-13,-3.87205e-14,-4.30621e-13,-2.54112e-14,5.77627e-13,3.8753e-13,0,0,0,0,0,0,0,0,0,0,0
12.826,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.06022e-07,7.5055e-09,3.58577e-08,-3.52228e-08,-3.53962e-08,-3.26689e-08,-3.42527e-08,-3.58565e-08,-3.58891e-08,-3.58654e-08,-3.58942e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-3.32005e-12,-6.39341e-13,5.32525e-13,-3.01471e-13,-2.04248e-14,-4.0619e-13,-3.83958e-14,-4.26812e-13,-2.52042e-14,5.71425e-13,3.83659e-13,0,0,0,0,0,0,0,0,0,0,0
12.827,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.04969e-07,7.43099e-09,3.55026e-08,-3.4874e-08,-3.50457e-08,-3.23454e-08,-3.39135e-08,-3.55015e-08,-3.55338e-08,-3.55103e-08,-3.55388e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-3.29173e-12,-6.31419e-13,5.27522e-13,-2.98813e-13,-2.02543e-14,-4.02601e-13,-3.80738e-14,-4.23036e-13,-2.49988e-14,5.6529e-13,3.79826e-13,0,0,0,0,0,0,0,0,0,0,0
12.828,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-0.0334497,0.313256,-0.311695,-1.53392,0.340183,0.297917,-0.104668,-1.03926e-07,7.35722e-09,3.51511e-08,-3.45287e-08,-3.46987e-08,-3.20251e-08,-3.35777e-08,-3.515e-08,-3.51819e-08,-3.51586e-08,-3.5187e-08,0,0,0,0,0,0,0,0,0,0,0,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-0.033358,-0.313526,0.31141,-1.53387,-0.340436,-0.297555,-0.104785,-3.26364e-12,-6.23589e-13,5.22565e-13,-2.96177e-13,-2.00852e-14,-3.99043e-13,-3.77543e-14,-4.19293e-13,-2.47949e-14,5.59221e-13,3.76031e-13,0,0,0,0,0,0,0,0,0,0,0
